Raman_shift_cm-1,1mM,100µM,10µM,1µM,100nM,10nM,1nM,100pM,10pM,1pM,100fM,10fM,1fM,Blank
342.28007175846005,391.9169953490264,1355.090176295478,3118.6023438500806,3471.0020963649913,4583.844249236465,5628.656180165926,6768.67790562108,7822.645223333736,9008.139738742771,10093.704187236526,11210.89214697417,12276.188722202342,13372.364271712275,14455.46357202443
346.20575845060836,893.583048776412,1513.9241511877717,3464.178949098642,3689.185524086709,5008.182777688011,5852.8678028208105,6860.930378626162,8013.3358889939345,9203.207157110111,10266.959894503567,11290.060702029452,12639.968474928259,13450.409154858078,14423.96678754334
350.13144514275666,1217.8053034395482,1572.0661746342307,3676.52976004218,3833.2406703615434,5297.086306545298,6015.670554468072,6909.536977091975,8155.328738136458,9389.137336366186,10410.294255464067,11384.990618482505,12875.274126441216,13485.439617178014,14478.475839945415
354.05713183490496,1444.6522749401004,1635.0030459222003,3817.9685267078603,3895.6877133893177,5423.916000178557,6054.463472377128,6918.467035469595,8163.11341647079,9448.795851551555,10428.220899948745,11382.633012839377,12963.321171325162,13490.86860748387,14493.216233063364
357.9828185270532,1611.9189503273471,1720.4289615350744,3887.4570876218777,3905.135535372788,5422.093688994142,5993.615061228879,6907.257334181191,8084.702770376869,9388.811171026086,10367.34371400333,11316.743131670339,12940.593412999408,13474.366184511613,14476.806719188588
361.9085052192015,1742.5359852988497,1792.652272983922,3879.043648609756,3954.742497921952,5415.166258156055,6007.775637907166,6949.877242732126,8107.177223330163,9421.65466607455,10409.1418102561,11357.17251739342,12914.979712434015,13494.582030083307,14522.650746299903
365.8341919113498,1964.1814483723824,1914.751640561336,3895.9751396589536,4050.3217034992326,5447.2838155391,6085.946512978991,7029.039423200287,8184.940350927592,9516.513498635455,10523.943102313657,11442.883677053918,12920.938918180656,13554.898521782243,14596.520981309528
369.7598786034981,2460.6769260713936,2251.6904783815717,4130.532530803525,4193.77913273669,5442.393930789944,6074.247308635315,7100.655278337195,8189.115924123765,9492.697621272968,10571.819414523203,11443.011415879615,12966.501402494765,13645.72413161136,14598.814212852352
373.68556529564637,3283.989585771957,2917.5911509858684,4741.03588535965,4501.028872722669,5525.536399348471,6124.694118786853,7249.242732463055,8257.463687090005,9542.66645475752,10698.86696767008,11491.99607756411,13117.389628757832,13771.781490473419,14609.816297009524
377.6112519877947,4416.636161400621,4127.173510262669,6008.634226206863,5168.846575381736,5853.246241229548,6366.4500853681075,7573.1909466984,8515.199501723902,9792.764722527596,11031.845866095633,11696.935532186613,13490.100461253061,14015.168482307245,14634.467124153327
